,FIELD_STRU,SITE_NO,LONG_DEG_R,NEG_LAT_DE,LITHO_NO,STRAT_NAME,STRAT_UNIT,STRUCT_TYP,STRUCTURE_,COMMENTS,CONFIDENCE,LOCAL_GENE,OROGENY_CO,REGIONAL_G,AZIMUTH_OR,AZIMUTH_TR,AZIMUTH_AC,AZIMUTH_ME,INCLINATIO,INCLINAT_1,DATE_OF_FI,YOUNGING,FAULT_SEPA,FAULT_DISP,PLOT_PREFE,MIN_PLOT_S,HADE_VECTO,HADE_VEC_1,PLANE_OF_H,AFFECT_EL_,AFFECT_E_1,AFFECT_E_2,AFFECT_E_3,AFFECT_E_4,EASTING,NORTHING,X,Y,POINT_X,POINT_Y,DIP,DIP_DIR,geometry
22907,57144,461594,138.7314563,-33.1427215,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,215,223,2,M,17,2,,,,,1,0,,,,,,0,,,288402.0,6330599.81038,288401.538696,6330599.81038,288401.538696,6330599.81038,17.0,223.0,POINT (288401.53869594075 6330599.810384536)
22915,57154,220612,138.7319173,-33.1389725,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,263,271,2,M,43,2,,,,,1,0,,,,,,0,,,288436.0,6331016.4977,288435.54531,6331016.4977,288435.54531,6331016.4977,43.0,271.0,POINT (288435.545310384 6331016.497699538)
22928,57174,461617,138.7193513,-33.1238265,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,?,0,DEL,0,75,83,2,M,52,2,,,,,1,0,,,,,,0,,,287227.0,6332670.70508,287226.589473,6332670.70508,287226.589473,6332670.70508,52.0,83.0,POINT (287226.5894730616 6332670.705076982)
22929,57175,461618,138.7189713,-33.1232935,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,62,70,2,M,41,2,,,,,1,0,,,,,,0,,,287190.0,6332729.04192,287189.843139,6332729.04192,287189.843139,6332729.04192,41.0,70.0,POINT (287189.8431393085 6332729.041915516)
22952,57212,461805,138.7121623,-33.1078495,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,51,59,2,M,14,2,,,,,1,0,,,,,,0,,,286517.0,6334427.90076,286517.07292,6334427.90076,286517.07292,6334427.90076,14.0,59.0,POINT (286517.07291961194 6334427.900757598)
22953,57215,461806,138.7183763,-33.1109205,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,60,68,2,M,25,2,,,,,1,0,,,,,,0,,,287104.0,6334099.97272,287104.451053,6334099.97272,287104.451053,6334099.97272,25.0,68.0,POINT (287104.45105308166 6334099.972715255)
22958,57220,461205,138.6252923,-33.1269015,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,89,97,2,M,69,2,,,,,1,0,,,,,,0,,,278457.0,6332134.72224,278457.072571,6332134.72224,278457.072571,6332134.72224,69.0,97.0,POINT (278457.0725711405 6332134.722238056)
22959,57224,461210,138.6359183,-33.1241055,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,270,278,2,M,82,2,,,,,1,0,,,,,,0,,,279442.0,6332467.22213,279441.634041,6332467.22213,279441.634041,6332467.22213,82.0,278.0,POINT (279441.6340411305 6332467.222129497)
22960,57226,461211,138.6374463,-33.1240275,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,92,100,2,M,72,2,,,,,1,0,,,,,,0,,,279584.0,6332479.08815,279584.027457,6332479.08815,279584.027457,6332479.08815,72.0,100.0,POINT (279584.0274574405 6332479.088154821)
22961,57227,462048,138.6232423,-33.1072745,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,86,94,2,M,74,2,,,,,1,0,,,,,,0,,,278216.0,6334307.03731,278216.417988,6334307.03731,278216.417988,6334307.03731,74.0,94.0,POINT (278216.417987988 6334307.037312117)
22962,57228,462049,138.6305283,-33.1069885,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,75,83,2,M,60,2,,,,,1,0,,,,,,0,,,278896.0,6334354.14845,278895.741041,6334354.14845,278895.741041,6334354.14845,60.0,83.0,POINT (278895.74104083434 6334354.148448685)
22969,57239,461942,138.7076353,-33.0974395,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,53,61,2,M,34,2,,,,,1,0,,,,,,0,,,286069.0,6335573.11956,286069.318448,6335573.11956,286069.318448,6335573.11956,34.0,61.0,POINT (286069.3184482859 6335573.119558377)
22974,57247,461945,138.7074503,-33.0866205,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,235,243,2,M,10,2,,,,,1,0,,,,,,0,,,286026.0,6336772.54588,286025.824552,6336772.54588,286025.824552,6336772.54588,10.0,243.0,POINT (286025.824551518 6336772.545884481)
22975,57248,461945,138.7074503,-33.0866205,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,70,78,2,M,8,2,,,,,1,0,,,,,,0,,,286026.0,6336772.54588,286025.824552,6336772.54588,286025.824552,6336772.54588,8.0,78.0,POINT (286025.824551518 6336772.545884481)
22977,57251,461946,138.7082973,-33.0873565,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,70,78,2,M,19,2,,,,,1,0,,,,,,0,,,286107.0,6336692.65292,286106.679278,6336692.65292,286106.679278,6336692.65292,19.0,78.0,POINT (286106.6792780395 6336692.6529230485)
22982,57258,461828,138.7550033,-33.0949365,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,250,258,2,M,70,2,,,,,1,0,,,,,,0,,,290485.0,6335946.34438,290484.837021,6335946.34438,290484.837021,6335946.34438,70.0,258.0,POINT (290484.83702118346 6335946.344384804)
22985,57261,461953,138.6996033,-33.0754125,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,39,47,2,M,30,2,,,,,1,0,,,,,,0,,,285266.0,6337999.45254,285266.014765,6337999.45254,285266.014765,6337999.45254,30.0,47.0,POINT (285266.01476468047 6337999.452537414)
22997,57279,459624,138.7187403,-33.0435695,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,35,43,2,M,45,2,,,,,1,0,,,,,,0,,,286976.0,6341569.75421,286976.033264,6341569.75421,286976.033264,6341569.75421,45.0,43.0,POINT (286976.03326431033 6341569.75421466)
23000,57282,464798,138.3462654,-33.1850034,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,330,338,2,M,16,2,,,,,1,0,,,,,,0,,,252582.0,6325065.74966,252582.097529,6325065.74966,252582.097529,6325065.74966,16.0,338.0,POINT (252582.0975286678 6325065.749658092)
23004,57288,465757,138.2441714,-33.0621554,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,354,2,2,M,23,2,,,,,1,0,,,,,,0,,,242702.0,6338445.14644,242702.168557,6338445.14644,242702.168557,6338445.14644,23.0,2.0,POINT (242702.1685571051 6338445.146442628)
23005,57289,465758,138.2459084,-33.0604314,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,345,353,2,M,25,2,,,,,1,0,,,,,,0,,,242859.0,6338640.61996,242859.376348,6338640.61996,242859.376348,6338640.61996,25.0,353.0,POINT (242859.37634780107 6338640.619956676)
23015,57302,465760,138.2628054,-33.0632624,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,275,283,2,M,50,2,,,,,1,0,,,,,,0,,,244446.0,6338367.91231,244445.675211,6338367.91231,244445.675211,6338367.91231,50.0,283.0,POINT (244445.67521054746 6338367.912311051)
23016,57303,465761,138.2753774,-33.0651824,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,50,58,2,M,53,2,,,,,1,0,,,,,,0,,,245625.0,6338185.51535,245625.332945,6338185.51535,245625.332945,6338185.51535,53.0,58.0,POINT (245625.3329451945 6338185.515351615)
23017,57305,461972,138.6397473,-33.0903065,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,73,81,2,M,55,2,,,,,1,0,,,,,,0,,,279715.0,6336223.59369,279714.557417,6336223.59369,279714.557417,6336223.59369,55.0,81.0,POINT (279714.5574174106 6336223.593692213)
23018,57307,462052,138.6296343,-33.0959745,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,81,89,2,M,80,2,,,,,1,0,,,,,,0,,,278785.0,6335573.72009,278784.68629,6335573.72009,278784.68629,6335573.72009,80.0,89.0,POINT (278784.68629037554 6335573.72008569)
23019,57309,462052,138.6296343,-33.0959745,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,85,93,2,M,90,2,,+,,,1,0,,,,,,0,,,278785.0,6335573.72009,278784.68629,6335573.72009,278784.68629,6335573.72009,90.0,93.0,POINT (278784.68629037554 6335573.72008569)
23020,57311,461974,138.6417183,-33.0909455,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,72,80,2,M,60,2,,,,,1,0,,,,,,0,,,279900.0,6336156.86747,279900.149064,6336156.86747,279900.149064,6336156.86747,60.0,80.0,POINT (279900.1490640106 6336156.867465427)
23021,57312,461975,138.6431583,-33.0906575,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,70,78,2,M,50,2,,,,,1,0,,,,,,0,,,280034.0,6336191.82827,280033.85828,6336191.82827,280033.85828,6336191.82827,50.0,78.0,POINT (280033.8582797134 6336191.82827216)
23022,57315,461976,138.6440853,-33.0929525,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,80,88,2,M,54,2,,,,,1,0,,,,,,0,,,280126.0,6335939.25727,280126.11297,6335939.25727,280126.11297,6335939.25727,54.0,88.0,POINT (280126.1129702899 6335939.257268692)
23033,57331,459632,138.6942573,-33.0555845,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,70,78,2,M,48,2,,,,,1,0,,,,,,0,,,284719.0,6340187.38002,284718.568915,6340187.38002,284718.568915,6340187.38002,48.0,78.0,POINT (284718.5689149692 6340187.380016563)
23034,57332,459633,138.6918583,-33.0533675,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,74,82,2,M,27,2,,,,,1,0,,,,,,0,,,284489.0,6340428.3174,284489.125693,6340428.3174,284489.125693,6340428.3174,27.0,82.0,POINT (284489.12569283287 6340428.317396259)
23042,57345,461989,138.6389863,-33.0629275,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,57,65,2,M,64,2,,,,,1,0,,,,,,0,,,279575.0,6339258.32063,279575.191777,6339258.32063,279575.191777,6339258.32063,64.0,65.0,POINT (279575.19177695096 6339258.32063444)
23043,57349,460034,138.6211154,-33.0404505,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,72,80,2,M,58,2,,,,,1,0,,,,,,0,,,277850.0,6341713.33978,277849.892098,6341713.33978,277849.892098,6341713.33978,58.0,80.0,POINT (277849.89209752745 6341713.339783223)
23044,57352,460038,138.6256364,-33.0405575,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,70,78,2,M,60,2,,,,,1,0,,,,,,0,,,278272.0,6341711.02959,278272.448916,6341711.02959,278272.448916,6341711.02959,60.0,78.0,POINT (278272.4489157761 6341711.02958551)
23056,57371,460054,138.6341894,-33.0183915,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,95,103,2,M,58,2,,,,,1,0,,,,,,0,,,279016.0,6344187.25152,279015.990612,6344187.25152,279015.990612,6344187.25152,58.0,103.0,POINT (279015.99061194214 6344187.251517507)
23057,57372,460055,138.6318474,-33.0249755,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,85,93,2,M,58,2,,,,,1,0,,,,,,0,,,278814.0,6343452.1625,278813.63546,6343452.1625,278813.63546,6343452.1625,58.0,93.0,POINT (278813.6354596317 6343452.162495501)
23060,57376,460058,138.6891863,-33.0100665,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,247,255,2,M,46,2,,,,,1,0,,,,,,0,,,284134.0,6345224.80211,284133.958321,6345224.80211,284133.958321,6345224.80211,46.0,255.0,POINT (284133.95832060557 6345224.802114295)
23061,57377,460059,138.6566824,-33.0002665,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,80,88,2,M,42,2,,,,,1,0,,,,,,0,,,281073.0,6346244.36747,281072.673126,6346244.36747,281072.673126,6346244.36747,42.0,88.0,POINT (281072.6731261004 6346244.367472587)
23062,57378,460062,138.6546074,-32.9925885,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,93,101,2,M,69,2,,,,,1,0,,,,,,0,,,280860.0,6347091.51961,280859.777055,6347091.51961,280859.777055,6347091.51961,69.0,101.0,POINT (280859.77705457306 6347091.519614296)
23066,57385,460069,138.6743683,-33.0007625,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,205,213,2,M,18,2,,,,,1,0,,,,,,0,,,282727.0,6346226.05801,282726.590043,6346226.05801,282726.590043,6346226.05801,18.0,213.0,POINT (282726.59004321287 6346226.058007173)
23072,57391,459637,138.6966623,-33.0461485,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,250,258,2,M,40,2,,,,,1,0,,,,,,0,,,284920.0,6341238.73969,284920.211822,6341238.73969,284920.211822,6341238.73969,40.0,258.0,POINT (284920.21182224737 6341238.739691705)
23094,57421,459693,138.7233293,-33.0234945,0,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,?,0,DEL,0,265,273,2,M,50,2,,,,,1,0,,,,,,0,,,287356.0,6343805.30188,287356.397897,6343805.30188,287356.397897,6343805.30188,50.0,273.0,POINT (287356.3978966269 6343805.301880554)
